X59n1073_001:0212a02	金胎兩界師相承	金 胎 兩 界 師 相 承 
X59n1073_001:0212a04	金剛界	金 剛 界 
X59n1073_001:0212a05	遮那	遮 那 
X59n1073_001:0212a06	金薩	金 薩 
X59n1073_001:0212a07	龍猛	龍 猛 
X59n1073_001:0212a08	龍智	龍 智 
X59n1073_001:0212a09	金智	金 智 
X59n1073_001:0212a10	無畏	無 畏 
X59n1073_001:0212a11	不空	不 空 
X59n1073_001:0212a12	含光(保壽寺)	含 光 保 壽 寺 
X59n1073_001:0212a13	惠朗(大興善寺)	惠 朗 大 興 善 寺 
X59n1073_001:0212a14	天竺阿闍梨(崇福寺)	天 竺 阿 闍 梨 崇 福 寺 
X59n1073_001:0212a15	德美	德 美 
X59n1073_001:0212a16	惠謹	惠 謹 
X59n1073_001:0212a17	俗居士趙梅	俗 居 士 趙 梅 
X59n1073_001:0212a18	曇貞(青龍寺)	曇 貞 青 龍 寺 
X59n1073_001:0212a19	覺超(保壽寺)	覺 超 保 壽 寺 
X59n1073_001:0212a20	契如	契 如 
X59n1073_001:0212a21	惠德	惠 德 
X59n1073_001:0212a22	惠果	惠 果 
X59n1073_001:0212a23	惠應(大興善寺)	惠 應 大 興 善 寺 
X59n1073_001:0212a24	惠則(同)	惠 則 同 
X59n1073_001:0212a25	惟尚(城都府)	惟 尚 城 都 府 
X59n1073_001:0212a26	辨弘(汴州)	辨 弘 汴 州 
X59n1073_001:0212a27	惠日(新羅國)	惠 日 新 羅 國 
X59n1073_001:0212a28	空〡(日本國)	空 〡 日 本 國 
X59n1073_001:0212a29	義滿(青龍寺)	義 滿 青 龍 寺 
X59n1073_001:0212a30	義明(同)	義 明 同 
X59n1073_001:0212a31	義操(同)	義 操 同 
X59n1073_001:0212a32	法潤(青龍寺)	法 潤 青 龍 寺 
X59n1073_001:0212a33	義真(同)	義 真 同 
X59n1073_001:0212a34	義舟(同)	義 舟 同 
X59n1073_001:0212a35	義圓(同)	義 圓 同 
X59n1073_001:0212a36	深達(景公寺)	深 達 景 公 寺 
X59n1073_001:0212a37	海雲(淨住寺)	海 雲 淨 住 寺 
X59n1073_001:0212a38	大遇(崇福寺)	大 遇 崇 福 寺 
X59n1073_001:0212a39	從賀(醴泉寺)	從 賀 醴 泉 寺 
X59n1073_001:0213a01	文菀(同)	文 菀 同 
X59n1073_001:0213a02	均亮(新羅國或均諒)	均 亮 新 羅 國 或 均 諒 
X59n1073_001:0213a03	常堅(青龍寺)	常 堅 青 龍 寺 
X59n1073_001:0213a04	法全(玄法寺)	法 全 玄 法 寺 
X59n1073_001:0213a05	敬友(安國寺)	敬 友 安 國 寺 
