T20n1196_001:0938a07	曼殊室利菩薩吉祥伽陀	曼 殊 室 利 菩 薩 吉 祥 伽 陀 
T20n1196_001:0938a09	西天譯經三藏朝散大夫試光祿卿	西 天 譯 經 三 藏 朝 散 大 夫 試 光 祿 卿 
T20n1196_001:0938a10	明教大師臣法賢奉　詔譯	明 教 大 師 臣 法 賢 奉 詔 譯 
T20n1196_001:0938a11	鉢囉(二合)倪焬(二合)誐桑誐(一)酤里隷(引)訥婆(二	鉢 囉 二 合 倪 焬 二 合 誐 桑 誐 一 酤 里 隷 引 訥 婆 二 
T20n1196_001:0938a12	合)嚩(二)冒地唧大(引三)曼儒(仁祖切)室哩(二合)曳(引)尾	合 嚩 二 冒 地 唧 大 引 三 曼 儒 仁 祖 切 室 哩 二 合 曳 引 尾 
T20n1196_001:0938a13	末羅(四)冒地窣珂阿毘世(引)蓋(引五)拽訥莽(二合)	末 羅 四 冒 地 窣 珂 阿 毘 世 引 蓋 引 五 拽 訥 莽 二 合 
T20n1196_001:0938a14	誐羅[口*爾](仁卿切)那嚩哩(引六)速窣大(引七)窣儗當(八)	誐 羅 [口爾] 仁 卿 切 那 嚩 哩 引 六 速 窣 大 引 七 窣 儗 當 八 
T20n1196_001:0938a15	怛訥莽(二合)誐朗婆嚩覩(九)帝(引)波囉摩訶毘世	怛 訥 莽 二 合 誐 朗 婆 嚩 覩 九 帝 引 波 囉 摩 訶 毘 世 
T20n1196_001:0938a16	(引)蓋(引十)室哩(二合引)嚩日囉(二合)薩埵誐拏(十一)曼	 引 蓋 引 十 室 哩 二 合 引 嚩 日 囉 二 合 薩 埵 誐 拏 十 一 曼 
T20n1196_001:0938a17	拏羅三鉢囉(二合)吠(武每切)世曳(二合引十二)邏(引)寫(引)禰	拏 羅 三 鉢 囉 二 合 吠 武 每 切 世 曳 二 合 引 十 二 邏 引 寫 引 禰 
T20n1196_001:0938a18	毘(十三)部嚩那娑(引)囉(十四)尾邏洗泥(去聲呼)毘(十五)	毘 十 三 部 嚩 那 娑 引 囉 十 四 尾 邏 洗 泥 去 聲 呼 毘 十 五 
T20n1196_001:0938a19	拽訥莽(二合)誐朗窣珂割囕(十六)鉢囉(二合)嚩囕	拽 訥 莽 二 合 誐 朗 窣 珂 割 囕 十 六 鉢 囉 二 合 嚩 囕 
T20n1196_001:0938a20	鉢囉(二合)儗(引)當(十七)怛訥莽(二合)誐朗婆嚩覩	鉢 囉 二 合 儗 引 當 十 七 怛 訥 莽 二 合 誐 朗 婆 嚩 覩 
T20n1196_001:0938a21	(十八)帝(引)波囉摩阿毘世(引)蓋(引十九)遏爹(引)多娑(引)	 十 八 帝 引 波 囉 摩 阿 毘 世 引 蓋 引 十 九 遏 爹 引 多 娑 引 
T20n1196_001:0938a22	耨(二十)拶哩多(引二十一)底(丁逸切)薩曳(引)囉世霜(引二十二)薩	耨 二 十 拶 哩 多 引 二 十 一 底 丁 逸 切 薩 曳 引 囉 世 霜 引 二 十 二 薩 
T20n1196_001:0938a23	埵(引)尾冒[亭*夜](切身二十三)薩怛多酥誐多阿毘世(引)蓋	埵 引 尾 冒 [亭夜] 切 身 二 十 三 薩 怛 多 酥 誐 多 阿 毘 世 引 蓋 
T20n1196_001:0938a24	(二十四)鉢訥莽(二合)誐朗酥囉嚩賴(引二十五)囉必大(引)	 二 十 四 鉢 訥 莽 二 合 誐 朗 酥 囉 嚩 賴 引 二 十 五 囉 必 大 引 
T20n1196_001:0938a25	鉢囉(二合)儗(引)當(二十六)怛訥莽(二合)誐朗婆嚩覩	鉢 囉 二 合 儗 引 當 二 十 六 怛 訥 莽 二 合 誐 朗 婆 嚩 覩 
T20n1196_001:0938a26	(二十七)帝(引)波囉摩阿毘世蓋(二十八)室哩(二合)滿(引)	 二 十 七 帝 引 波 囉 摩 阿 毘 世 蓋 二 十 八 室 哩 二 合 滿 引 
T20n1196_001:0938a27	帝哩(二合)路哥尾惹(仁左切)曳(引二十九)嚩囉曼拏羅屹	帝 哩 二 合 路 哥 尾 惹 仁 左 切 曳 引 二 十 九 嚩 囉 曼 拏 羅 屹 
T20n1196_001:0938a28	黎(二合引三十)帝賴(二合引)路計也(二合)囉[口*爾]也(二合三十一)尾	黎 二 合 引 三 十 帝 賴 二 合 引 路 計 也 二 合 囉 [口爾] 也 二 合 三 十 一 尾 
T20n1196_001:0938a29	惹踰(引)怛摩(三十二)那(引)他細(引)酤(三十三)拽訥莽(二合)	惹 踰 引 怛 摩 三 十 二 那 引 他 細 引 酤 三 十 三 拽 訥 莽 二 合 
T20n1196_001:0938b01	誐朗酥囉嚩賴(引三十四)颯鉢囉(二合)拏帝(引)颯鉢囉	誐 朗 酥 囉 嚩 賴 引 三 十 四 颯 鉢 囉 二 合 拏 帝 引 颯 鉢 囉 
T20n1196_001:0938b02	(三合)詣(引)當(三十五)怛訥莽(二合)誐朗婆嚩覩(三十六)帝	 三 合 詣 引 當 三 十 五 怛 訥 莽 二 合 誐 朗 婆 嚩 覩 三 十 六 帝 
T20n1196_001:0938b03	(引)波囉摩阿毘世(引)蓋(三十七)那(引)那(引)惹誐訥尾(二	 引 波 囉 摩 阿 毘 世 引 蓋 三 十 七 那 引 那 引 惹 誐 訥 尾 二 
T20n1196_001:0938b04	合)那野(三十八)薩嚕(引)惹播(引)尼(引三十九)三沒馱囉怛曩	合 那 野 三 十 八 薩 嚕 引 惹 播 引 尼 引 三 十 九 三 沒 馱 囉 怛 曩 
T20n1196_001:0938b05	(二合四十)末酤吒(引)彌怛他(引)毘世(引)蓋(四十一)拽訥莽	 二 合 四 十 末 酤 吒 引 彌 怛 他 引 毘 世 引 蓋 四 十 一 拽 訥 莽 
T20n1196_001:0938b06	(二合)誐朗哥末羅囉(引)誐(四十二)尾戍提詣(引)當(四十	 二 合 誐 朗 哥 末 羅 囉 引 誐 四 十 二 尾 戍 提 詣 引 當 四 十 
T20n1196_001:0938b07	三)怛訥莽(二合)誐羅婆嚩覩(四十四)帝(引)波囉摩阿	三 怛 訥 莽 二 合 誐 羅 婆 嚩 覩 四 十 四 帝 引 波 囉 摩 阿 
T20n1196_001:0938b08	毘世(引)蓋(四十五)阿(引)哥(引)舍誐哩婆(二合四十六)末尼	毘 世 引 蓋 四 十 五 阿 引 哥 引 舍 誐 哩 婆 二 合 四 十 六 末 尼 
T20n1196_001:0938b09	囉怛曩(二合四十七)尾部(引)底囉彌(引四十八)薩哩嚩(二合引)	囉 怛 曩 二 合 四 十 七 尾 部 引 底 囉 彌 引 四 十 八 薩 哩 嚩 二 合 引 
T20n1196_001:0938b10	哩他(二合)悉提(四十九)窣珂那寫(五十)摩賀(引)阿毘	哩 他 二 合 悉 提 四 十 九 窣 珂 那 寫 五 十 摩 賀 引 阿 毘 
T20n1196_001:0938b11	世(引)蓋(五十一)拽訥莽(二合)誐朗戍婆尾部(引)底羯	世 引 蓋 五 十 一 拽 訥 莽 二 合 誐 朗 戍 婆 尾 部 引 底 羯 
T20n1196_001:0938b12	賴(引五十二)窣詣(引)當(五十三)怛訥莽(二合)誐朗婆嚩覩	賴 引 五 十 二 窣 詣 引 當 五 十 三 怛 訥 莽 二 合 誐 朗 婆 嚩 覩 
T20n1196_001:0938b13	(五十四)帝(引)波囉摩阿毘世(引)蓋(引五十五)殺竹作訖囉	 五 十 四 帝 引 波 囉 摩 阿 毘 世 引 蓋 引 五 十 五 殺 竹 作 訖 囉 
T20n1196_001:0938b14	(二合)嚩哩底(二合五十六)秫婆莽誐羅詣(引)底哥(引)踰	 二 合 嚩 哩 底 二 合 五 十 六 秫 婆 莽 誐 羅 詣 引 底 哥 引 踰 
T20n1196_001:0938b15	(五十七)拽咄奔(二合)尼也(二合)囉怛曩(二合五十八)摩摩埵	 五 十 七 拽 咄 奔 二 合 尼 也 二 合 囉 怛 曩 二 合 五 十 八 摩 摩 埵 
T20n1196_001:0938b16	頓諒(五十九)末夜(引)鉢當(二合)帝(引)那(引)窣覩(二合六十)薩	頓 諒 五 十 九 末 夜 引 鉢 當 二 合 帝 引 那 引 窣 覩 二 合 六 十 薩 
T20n1196_001:0938b17	哩嚩(二合)誐多部(引)彌(六十一)摩賀(引)阿毘世(引)蓋	哩 嚩 二 合 誐 多 部 引 彌 六 十 一 摩 賀 引 阿 毘 世 引 蓋 
T20n1196_001:0938b18	(六十二)尾秫馱嚩囉計(引)哩底(二合六十三)薩曼儒那(引)	 六 十 二 尾 秫 馱 嚩 囉 計 引 哩 底 二 合 六 十 三 薩 曼 儒 那 引 
T20n1196_001:0938b19	他(六十四)	他 六 十 四 
T20n1196_001:0938b20	曼殊室利菩薩吉祥伽陀	曼 殊 室 利 菩 薩 吉 祥 伽 陀 
